Here is surprise
打眼  ,  1  ,  {'surprise': 0.9, 'anxiety': 0.0, 'love': 0.0, 'joy': 0.0, 'sorrow': 0.0, 'expect': 0.0, 'anger': 0.0, 'hate': 0.0}
罪魁祸首  ,  2  ,  {'hate': 0.8, 'anxiety': 0.0, 'love': 0.0, 'joy': 0.0, 'sorrow': 0.0, 'expect': 0.0, 'anger': 0.0, 'surprise': 0.0}
怪胎  ,  2  ,  {'hate': 0.8, 'anxiety': 0.3, 'love': 0.0, 'joy': 0.0, 'sorrow': 0.0, 'expect': 0.0, 'anger': 0.0, 'surprise': 0.0}
顽疾  ,  1  ,  {'hate': 0.8, 'anger': 0.5, 'anxiety': 0.0, 'love': 0.0, 'joy': 0.0, 'sorrow': 0.0, 'expect': 0.0, 'surprise': 0.0}
托儿  ,  1  ,  {'hate': 0.8, 'anxiety': 0.0, 'love': 0.0, 'joy': 0.0, 'sorrow': 0.0, 'expect': 0.0, 'anger': 0.0, 'surprise': 0.0}
贬斥  ,  1  ,  {'hate': 0.8, 'anxiety': 0.0, 'love': 0.0, 'joy': 0.0, 'sorrow': 0.0, 'expect': 0.0, 'anger': 0.0, 'surprise': 0.0}
暴君  ,  1  ,  {'hate': 0.8, 'anxiety': 0.0, 'love': 0.0, 'joy': 0.0, 'sorrow': 0.0, 'expect': 0.0, 'anger': 0.0, 'surprise': 0.0}
心狠  ,  1  ,  {'hate': 0.8, 'anxiety': 0.0, 'love': 0.0, 'joy': 0.0, 'sorrow': 0.0, 'expect': 0.0, 'anger': 0.0, 'surprise': 0.0}
手辣  ,  1  ,  {'hate': 0.8, 'anxiety': 0.0, 'love': 0.0, 'joy': 0.0, 'sorrow': 0.0, 'expect': 0.0, 'anger': 0.0, 'surprise': 0.0}
寡廉鲜耻  ,  1  ,  {'hate': 0.8, 'anxiety': 0.0, 'love': 0.0, 'joy': 0.0, 'sorrow': 0.0, 'expect': 0.0, 'anger': 0.0, 'surprise': 0.0}
同流合污  ,  1  ,  {'hate': 0.8, 'anxiety': 0.0, 'love': 0.0, 'joy': 0.0, 'sorrow': 0.0, 'expect': 0.0, 'anger': 0.0, 'surprise': 0.0}
畏首畏尾  ,  1  ,  {'hate': 0.8, 'anxiety': 0.0, 'love': 0.0, 'joy': 0.0, 'sorrow': 0.0, 'expect': 0.0, 'anger': 0.0, 'surprise': 0.0}
黑哨  ,  1  ,  {'hate': 0.8, 'anxiety': 0.0, 'love': 0.0, 'joy': 0.0, 'sorrow': 0.0, 'expect': 0.0, 'anger': 0.0, 'surprise': 0.0}
摇头丸  ,  1  ,  {'hate': 0.8, 'anxiety': 0.7, 'love': 0.0, 'joy': 0.0, 'sorrow': 0.0, 'expect': 0.0, 'anger': 0.0, 'surprise': 0.0}
群殴  ,  1  ,  {'hate': 0.8, 'anxiety': 0.5, 'love': 0.0, 'joy': 0.0, 'sorrow': 0.0, 'expect': 0.0, 'anger': 0.0, 'surprise': 0.0}
臭事  ,  1  ,  {'hate': 0.8, 'sorrow': 0.5, 'anxiety': 0.0, 'love': 0.0, 'joy': 0.0, 'expect': 0.0, 'anger': 0.0, 'surprise': 0.0}
巧取豪夺  ,  1  ,  {'hate': 0.8, 'anxiety': 0.0, 'love': 0.0, 'joy': 0.0, 'sorrow': 0.0, 'expect': 0.0, 'anger': 0.0, 'surprise': 0.0}
欺瞒  ,  1  ,  {'hate': 0.8, 'anxiety': 0.0, 'love': 0.0, 'joy': 0.0, 'sorrow': 0.0, 'expect': 0.0, 'anger': 0.0, 'surprise': 0.0}
轰炸  ,  1  ,  {'hate': 0.8, 'anxiety': 0.0, 'love': 0.0, 'joy': 0.0, 'sorrow': 0.0, 'expect': 0.0, 'anger': 0.0, 'surprise': 0.0}
丢人现眼  ,  1  ,  {'hate': 0.8, 'anxiety': 0.0, 'love': 0.0, 'joy': 0.0, 'sorrow': 0.0, 'expect': 0.0, 'anger': 0.0, 'surprise': 0.0}
发高烧  ,  1  ,  {'anxiety': 0.8, 'hate': 0.8, 'love': 0.0, 'joy': 0.0, 'sorrow': 0.0, 'expect': 0.0, 'anger': 0.0, 'surprise': 0.0}
太虚  ,  1  ,  {'hate': 0.8, 'anxiety': 0.0, 'love': 0.0, 'joy': 0.0, 'sorrow': 0.0, 'expect': 0.0, 'anger': 0.0, 'surprise': 0.0}
下贱  ,  1  ,  {'hate': 0.8, 'anxiety': 0.0, 'love': 0.0, 'joy': 0.0, 'sorrow': 0.0, 'expect': 0.0, 'anger': 0.0, 'surprise': 0.0}
可笑不自量  ,  1  ,  {'hate': 0.8, 'anxiety': 0.0, 'love': 0.0, 'joy': 0.0, 'sorrow': 0.0, 'expect': 0.0, 'anger': 0.0, 'surprise': 0.0}
发炎  ,  1  ,  {'hate': 0.8, 'anxiety': 0.0, 'love': 0.0, 'joy': 0.0, 'sorrow': 0.0, 'expect': 0.0, 'anger': 0.0, 'surprise': 0.0}
鼓吹  ,  1  ,  {'hate': 0.8, 'anger': 0.7, 'anxiety': 0.0, 'love': 0.0, 'joy': 0.0, 'sorrow': 0.0, 'expect': 0.0, 'surprise': 0.0}
尔虞我诈  ,  2  ,  {'hate': 0.8, 'anxiety': 0.3, 'love': 0.0, 'joy': 0.0, 'sorrow': 0.0, 'expect': 0.0, 'anger': 0.0, 'surprise': 0.0}
了尔谀我诈  ,  1  ,  {'hate': 0.8, 'anxiety': 0.0, 'love': 0.0, 'joy': 0.0, 'sorrow': 0.0, 'expect': 0.0, 'anger': 0.0, 'surprise': 0.0}
同居  ,  1  ,  {'hate': 0.8, 'anxiety': 0.0, 'love': 0.0, 'joy': 0.0, 'sorrow': 0.0, 'expect': 0.0, 'anger': 0.0, 'surprise': 0.0}
杀戮  ,  1  ,  {'hate': 0.8, 'anger': 0.5, 'anxiety': 0.0, 'love': 0.0, 'joy': 0.0, 'sorrow': 0.0, 'expect': 0.0, 'surprise': 0.0}
欺辱  ,  1  ,  {'hate': 0.8, 'anger': 0.6, 'anxiety': 0.0, 'love': 0.0, 'joy': 0.0, 'sorrow': 0.0, 'expect': 0.0, 'surprise': 0.0}
狡诈  ,  3  ,  {'hate': 0.8, 'anger': 0.17, 'anxiety': 0.0, 'love': 0.0, 'joy': 0.0, 'sorrow': 0.0, 'expect': 0.0, 'surprise': 0.0}
粗话  ,  1  ,  {'hate': 0.8, 'anger': 0.5, 'anxiety': 0.0, 'love': 0.0, 'joy': 0.0, 'sorrow': 0.0, 'expect': 0.0, 'surprise': 0.0}
负心人  ,  1  ,  {'hate': 0.8, 'anger': 0.6, 'anxiety': 0.0, 'love': 0.0, 'joy': 0.0, 'sorrow': 0.0, 'expect': 0.0, 'surprise': 0.0}
杀人者  ,  1  ,  {'hate': 0.8, 'anger': 0.6, 'anxiety': 0.0, 'love': 0.0, 'joy': 0.0, 'sorrow': 0.0, 'expect': 0.0, 'surprise': 0.0}
弥天大谎  ,  1  ,  {'hate': 0.8, 'anger': 0.4, 'anxiety': 0.0, 'love': 0.0, 'joy': 0.0, 'sorrow': 0.0, 'expect': 0.0, 'surprise': 0.0}
瞒天过海  ,  1  ,  {'hate': 0.8, 'anxiety': 0.0, 'love': 0.0, 'joy': 0.0, 'sorrow': 0.0, 'expect': 0.0, 'anger': 0.0, 'surprise': 0.0}
翻胃  ,  1  ,  {'hate': 0.8, 'anxiety': 0.0, 'love': 0.0, 'joy': 0.0, 'sorrow': 0.0, 'expect': 0.0, 'anger': 0.0, 'surprise': 0.0}
闭关锁国  ,  1  ,  {'hate': 0.8, 'anxiety': 0.0, 'love': 0.0, 'joy': 0.0, 'sorrow': 0.0, 'expect': 0.0, 'anger': 0.0, 'surprise': 0.0}
凶猛  ,  1  ,  {'hate': 0.8, 'anxiety': 0.0, 'love': 0.0, 'joy': 0.0, 'sorrow': 0.0, 'expect': 0.0, 'anger': 0.0, 'surprise': 0.0}
黑店  ,  1  ,  {'hate': 0.8, 'anxiety': 0.0, 'love': 0.0, 'joy': 0.0, 'sorrow': 0.0, 'expect': 0.0, 'anger': 0.0, 'surprise': 0.0}
赌徒  ,  1  ,  {'hate': 0.8, 'anxiety': 0.0, 'love': 0.0, 'joy': 0.0, 'sorrow': 0.0, 'expect': 0.0, 'anger': 0.0, 'surprise': 0.0}
不三不四  ,  1  ,  {'hate': 0.8, 'anxiety': 0.0, 'love': 0.0, 'joy': 0.0, 'sorrow': 0.0, 'expect': 0.0, 'anger': 0.0, 'surprise': 0.0}
勾搭  ,  1  ,  {'hate': 0.8, 'anxiety': 0.0, 'love': 0.0, 'joy': 0.0, 'sorrow': 0.0, 'expect': 0.0, 'anger': 0.0, 'surprise': 0.0}
狗血喷头  ,  1  ,  {'anger': 0.9, 'hate': 0.8, 'anxiety': 0.0, 'love': 0.0, 'joy': 0.0, 'sorrow': 0.0, 'expect': 0.0, 'surprise': 0.0}
阴险  ,  1  ,  {'hate': 0.8, 'anxiety': 0.0, 'love': 0.0, 'joy': 0.0, 'sorrow': 0.0, 'expect': 0.0, 'anger': 0.0, 'surprise': 0.0}
草寇  ,  1  ,  {'hate': 0.8, 'anxiety': 0.0, 'love': 0.0, 'joy': 0.0, 'sorrow': 0.0, 'expect': 0.0, 'anger': 0.0, 'surprise': 0.0}
手刃仇人  ,  1  ,  {'hate': 0.8, 'anxiety': 0.0, 'love': 0.0, 'joy': 0.0, 'sorrow': 0.0, 'expect': 0.0, 'anger': 0.0, 'surprise': 0.0}
荒淫无度  ,  1  ,  {'hate': 0.8, 'anxiety': 0.0, 'love': 0.0, 'joy': 0.0, 'sorrow': 0.0, 'expect': 0.0, 'anger': 0.0, 'surprise': 0.0}
贪生怕死  ,  1  ,  {'hate': 0.8, 'anxiety': 0.0, 'love': 0.0, 'joy': 0.0, 'sorrow': 0.0, 'expect': 0.0, 'anger': 0.0, 'surprise': 0.0}
掩人  ,  1  ,  {'anger': 0.8, 'hate': 0.8, 'anxiety': 0.0, 'love': 0.0, 'joy': 0.0, 'sorrow': 0.0, 'expect': 0.0, 'surprise': 0.0}
摆谱  ,  1  ,  {'hate': 0.8, 'anxiety': 0.0, 'love': 0.0, 'joy': 0.0, 'sorrow': 0.0, 'expect': 0.0, 'anger': 0.0, 'surprise': 0.0}
凶恶  ,  1  ,  {'anxiety': 0.8, 'hate': 0.8, 'love': 0.0, 'joy': 0.0, 'sorrow': 0.0, 'expect': 0.0, 'anger': 0.0, 'surprise': 0.0}
脓血  ,  1  ,  {'hate': 0.8, 'anxiety': 0.0, 'love': 0.0, 'joy': 0.0, 'sorrow': 0.0, 'expect': 0.0, 'anger': 0.0, 'surprise': 0.0}
远大于  ,  1  ,  {'hate': 0.8, 'anxiety': 0.0, 'love': 0.0, 'joy': 0.0, 'sorrow': 0.0, 'expect': 0.0, 'anger': 0.0, 'surprise': 0.0}
杀回马枪  ,  1  ,  {'anxiety': 0.8, 'hate': 0.8, 'love': 0.0, 'joy': 0.0, 'sorrow': 0.0, 'expect': 0.0, 'anger': 0.0, 'surprise': 0.0}
回潮  ,  1  ,  {'anxiety': 0.8, 'hate': 0.8, 'love': 0.0, 'joy': 0.0, 'sorrow': 0.0, 'expect': 0.0, 'anger': 0.0, 'surprise': 0.0}
愤懑  ,  2  ,  {'hate': 0.8, 'anger': 0.5, 'anxiety': 0.0, 'love': 0.0, 'joy': 0.0, 'sorrow': 0.0, 'expect': 0.0, 'surprise': 0.0}
害人不浅  ,  1  ,  {'hate': 0.8, 'anxiety': 0.0, 'love': 0.0, 'joy': 0.0, 'sorrow': 0.0, 'expect': 0.0, 'anger': 0.0, 'surprise': 0.0}
祸国殃民  ,  1  ,  {'anger': 0.9, 'hate': 0.8, 'anxiety': 0.0, 'love': 0.0, 'joy': 0.0, 'sorrow': 0.0, 'expect': 0.0, 'surprise': 0.0}
鹦鹉学舌  ,  1  ,  {'hate': 0.8, 'anxiety': 0.0, 'love': 0.0, 'joy': 0.0, 'sorrow': 0.0, 'expect': 0.0, 'anger': 0.0, 'surprise': 0.0}
铜臭味  ,  1  ,  {'hate': 0.8, 'anxiety': 0.0, 'love': 0.0, 'joy': 0.0, 'sorrow': 0.0, 'expect': 0.0, 'anger': 0.0, 'surprise': 0.0}
义愤填  ,  1  ,  {'anger': 0.9, 'hate': 0.8, 'anxiety': 0.0, 'love': 0.0, 'joy': 0.0, 'sorrow': 0.0, 'expect': 0.0, 'surprise': 0.0}
溜须拍马  ,  1  ,  {'hate': 0.8, 'anxiety': 0.0, 'love': 0.0, 'joy': 0.0, 'sorrow': 0.0, 'expect': 0.0, 'anger': 0.0, 'surprise': 0.0}
歹人  ,  1  ,  {'hate': 0.8, 'anxiety': 0.0, 'love': 0.0, 'joy': 0.0, 'sorrow': 0.0, 'expect': 0.0, 'anger': 0.0, 'surprise': 0.0}
丑八怪  ,  1  ,  {'hate': 0.8, 'anxiety': 0.0, 'love': 0.0, 'joy': 0.0, 'sorrow': 0.0, 'expect': 0.0, 'anger': 0.0, 'surprise': 0.0}
千夫所指  ,  1  ,  {'hate': 0.8, 'anxiety': 0.0, 'love': 0.0, 'joy': 0.0, 'sorrow': 0.0, 'expect': 0.0, 'anger': 0.0, 'surprise': 0.0}
渣滓  ,  1  ,  {'hate': 0.8, 'anxiety': 0.0, 'love': 0.0, 'joy': 0.0, 'sorrow': 0.0, 'expect': 0.0, 'anger': 0.0, 'surprise': 0.0}
腻歪  ,  1  ,  {'hate': 0.8, 'anxiety': 0.0, 'love': 0.0, 'joy': 0.0, 'sorrow': 0.0, 'expect': 0.0, 'anger': 0.0, 'surprise': 0.0}

Here is expect
恭迎  ,  1  ,  {'expect': 1.0, 'anxiety': 0.0, 'love': 0.0, 'joy': 0.0, 'sorrow': 0.0, 'anger': 0.0, 'surprise': 0.0, 'hate': 0.0}
万岁  ,  2  ,  {'love': 1.0, 'expect': 1.0, 'anxiety': 0.0, 'joy': 0.0, 'sorrow': 0.0, 'anger': 0.0, 'surprise': 0.0, 'hate': 0.0}
衷心希望  ,  1  ,  {'expect': 1.0, 'anxiety': 0.0, 'love': 0.0, 'joy': 0.0, 'sorrow': 0.0, 'anger': 0.0, 'surprise': 0.0, 'hate': 0.0}
必将  ,  2  ,  {'expect': 0.9, 'anxiety': 0.0, 'love': 0.0, 'joy': 0.0, 'sorrow': 0.0, 'anger': 0.0, 'surprise': 0.0, 'hate': 0.0}
治好  ,  1  ,  {'expect': 0.9, 'anxiety': 0.0, 'love': 0.0, 'joy': 0.0, 'sorrow': 0.0, 'anger': 0.0, 'surprise': 0.0, 'hate': 0.0}
顺祝  ,  1  ,  {'expect': 0.9, 'anxiety': 0.0, 'love': 0.0, 'joy': 0.0, 'sorrow': 0.0, 'anger': 0.0, 'surprise': 0.0, 'hate': 0.0}
拜托  ,  1  ,  {'expect': 0.9, 'anxiety': 0.0, 'love': 0.0, 'joy': 0.0, 'sorrow': 0.0, 'anger': 0.0, 'surprise': 0.0, 'hate': 0.0}
想打  ,  1  ,  {'expect': 0.9, 'anxiety': 0.0, 'love': 0.0, 'joy': 0.0, 'sorrow': 0.0, 'anger': 0.0, 'surprise': 0.0, 'hate': 0.0}
自由吧  ,  1  ,  {'expect': 0.9, 'anxiety': 0.0, 'love': 0.0, 'joy': 0.0, 'sorrow': 0.0, 'anger': 0.0, 'surprise': 0.0, 'hate': 0.0}
守侯  ,  1  ,  {'love': 0.9, 'expect': 0.9, 'anxiety': 0.0, 'joy': 0.0, 'sorrow': 0.0, 'anger': 0.0, 'surprise': 0.0, 'hate': 0.0}
奋发进取  ,  1  ,  {'expect': 0.9, 'anxiety': 0.0, 'love': 0.0, 'joy': 0.0, 'sorrow': 0.0, 'anger': 0.0, 'surprise': 0.0, 'hate': 0.0}
望子成龙  ,  1  ,  {'love': 0.9, 'expect': 0.9, 'anxiety': 0.0, 'joy': 0.0, 'sorrow': 0.0, 'anger': 0.0, 'surprise': 0.0, 'hate': 0.0}
迫不急待  ,  1  ,  {'expect': 0.9, 'anxiety': 0.0, 'love': 0.0, 'joy': 0.0, 'sorrow': 0.0, 'anger': 0.0, 'surprise': 0.0, 'hate': 0.0}
真希望  ,  8  ,  {'expect': 0.86, 'anxiety': 0.0, 'love': 0.0, 'joy': 0.0, 'sorrow': 0.0, 'anger': 0.0, 'surprise': 0.0, 'hate': 0.0}
企求  ,  3  ,  {'expect': 0.83, 'love': 0.17, 'anxiety': 0.0, 'joy': 0.0, 'sorrow': 0.0, 'anger': 0.0, 'surprise': 0.0, 'hate': 0.0}
恳请  ,  1  ,  {'expect': 0.8, 'anxiety': 0.0, 'love': 0.0, 'joy': 0.0, 'sorrow': 0.0, 'anger': 0.0, 'surprise': 0.0, 'hate': 0.0}
想为  ,  2  ,  {'expect': 0.8, 'anxiety': 0.0, 'love': 0.0, 'joy': 0.0, 'sorrow': 0.0, 'anger': 0.0, 'surprise': 0.0, 'hate': 0.0}
千千迢迢  ,  1  ,  {'expect': 0.8, 'love': 0.5, 'anxiety': 0.0, 'joy': 0.0, 'sorrow': 0.0, 'anger': 0.0, 'surprise': 0.0, 'hate': 0.0}
憧憬  ,  22  ,  {'expect': 0.8, 'love': 0.12, 'joy': 0.04, 'anxiety': 0.0, 'sorrow': 0.0, 'anger': 0.0, 'surprise': 0.0, 'hate': 0.0}
令人神往  ,  2  ,  {'expect': 0.8, 'love': 0.35, 'anxiety': 0.0, 'joy': 0.0, 'sorrow': 0.0, 'anger': 0.0, 'surprise': 0.0, 'hate': 0.0}
想见  ,  1  ,  {'expect': 0.8, 'anxiety': 0.0, 'love': 0.0, 'joy': 0.0, 'sorrow': 0.0, 'anger': 0.0, 'surprise': 0.0, 'hate': 0.0}
想喊  ,  1  ,  {'expect': 0.8, 'anxiety': 0.0, 'love': 0.0, 'joy': 0.0, 'sorrow': 0.0, 'anger': 0.0, 'surprise': 0.0, 'hate': 0.0}
求雨  ,  1  ,  {'expect': 0.8, 'anxiety': 0.0, 'love': 0.0, 'joy': 0.0, 'sorrow': 0.0, 'anger': 0.0, 'surprise': 0.0, 'hate': 0.0}
想的  ,  1  ,  {'expect': 0.8, 'anxiety': 0.0, 'love': 0.0, 'joy': 0.0, 'sorrow': 0.0, 'anger': 0.0, 'surprise': 0.0, 'hate': 0.0}
倡议  ,  1  ,  {'expect': 0.8, 'anxiety': 0.0, 'love': 0.0, 'joy': 0.0, 'sorrow': 0.0, 'anger': 0.0, 'surprise': 0.0, 'hate': 0.0}
倾向于  ,  1  ,  {'expect': 0.8, 'anxiety': 0.0, 'love': 0.0, 'joy': 0.0, 'sorrow': 0.0, 'anger': 0.0, 'surprise': 0.0, 'hate': 0.0}
摩拳擦掌  ,  1  ,  {'expect': 0.8, 'anxiety': 0.0, 'love': 0.0, 'joy': 0.0, 'sorrow': 0.0, 'anger': 0.0, 'surprise': 0.0, 'hate': 0.0}
须得  ,  1  ,  {'expect': 0.8, 'anxiety': 0.0, 'love': 0.0, 'joy': 0.0, 'sorrow': 0.0, 'anger': 0.0, 'surprise': 0.0, 'hate': 0.0}
希翼  ,  2  ,  {'expect': 0.8, 'anxiety': 0.0, 'love': 0.0, 'joy': 0.0, 'sorrow': 0.0, 'anger': 0.0, 'surprise': 0.0, 'hate': 0.0}
演变成  ,  1  ,  {'expect': 0.8, 'love': 0.6, 'anxiety': 0.0, 'joy': 0.0, 'sorrow': 0.0, 'anger': 0.0, 'surprise': 0.0, 'hate': 0.0}
延伸  ,  1  ,  {'expect': 0.8, 'love': 0.6, 'anxiety': 0.0, 'joy': 0.0, 'sorrow': 0.0, 'anger': 0.0, 'surprise': 0.0, 'hate': 0.0}
渴盼  ,  1  ,  {'expect': 0.8, 'anxiety': 0.0, 'love': 0.0, 'joy': 0.0, 'sorrow': 0.0, 'anger': 0.0, 'surprise': 0.0, 'hate': 0.0}
共产主义  ,  1  ,  {'expect': 0.8, 'love': 0.5, 'joy': 0.5, 'anxiety': 0.0, 'sorrow': 0.0, 'anger': 0.0, 'surprise': 0.0, 'hate': 0.0}
企盼  ,  5  ,  {'expect': 0.8, 'love': 0.1, 'anxiety': 0.0, 'joy': 0.0, 'sorrow': 0.0, 'anger': 0.0, 'surprise': 0.0, 'hate': 0.0}
中了  ,  1  ,  {'love': 0.9, 'surprise': 0.9, 'expect': 0.8, 'joy': 0.7, 'anxiety': 0.0, 'sorrow': 0.0, 'anger': 0.0, 'hate': 0.0}
日思夜想  ,  2  ,  {'expect': 0.8, 'love': 0.45, 'anxiety': 0.0, 'joy': 0.0, 'sorrow': 0.0, 'anger': 0.0, 'surprise': 0.0, 'hate': 0.0}
期冀  ,  1  ,  {'expect': 0.8, 'anxiety': 0.0, 'love': 0.0, 'joy': 0.0, 'sorrow': 0.0, 'anger': 0.0, 'surprise': 0.0, 'hate': 0.0}
烧香  ,  1  ,  {'expect': 0.8, 'anxiety': 0.0, 'love': 0.0, 'joy': 0.0, 'sorrow': 0.0, 'anger': 0.0, 'surprise': 0.0, 'hate': 0.0}
祈望  ,  1  ,  {'expect': 0.8, 'anxiety': 0.0, 'love': 0.0, 'joy': 0.0, 'sorrow': 0.0, 'anger': 0.0, 'surprise': 0.0, 'hate': 0.0}
信誓旦旦  ,  1  ,  {'expect': 0.8, 'love': 0.4, 'anxiety': 0.0, 'joy': 0.0, 'sorrow': 0.0, 'anger': 0.0, 'surprise': 0.0, 'hate': 0.0}
嘱托  ,  1  ,  {'expect': 0.8, 'anxiety': 0.0, 'love': 0.0, 'joy': 0.0, 'sorrow': 0.0, 'anger': 0.0, 'surprise': 0.0, 'hate': 0.0}
拨款  ,  1  ,  {'expect': 0.8, 'anxiety': 0.0, 'love': 0.0, 'joy': 0.0, 'sorrow': 0.0, 'anger': 0.0, 'surprise': 0.0, 'hate': 0.0}
反躬自问  ,  1  ,  {'expect': 0.8, 'anxiety': 0.0, 'love': 0.0, 'joy': 0.0, 'sorrow': 0.0, 'anger': 0.0, 'surprise': 0.0, 'hate': 0.0}
瞩望  ,  1  ,  {'expect': 0.8, 'anxiety': 0.0, 'love': 0.0, 'joy': 0.0, 'sorrow': 0.0, 'anger': 0.0, 'surprise': 0.0, 'hate': 0.0}
意念  ,  1  ,  {'expect': 0.8, 'anxiety': 0.0, 'love': 0.0, 'joy': 0.0, 'sorrow': 0.0, 'anger': 0.0, 'surprise': 0.0, 'hate': 0.0}
音信  ,  1  ,  {'expect': 0.8, 'anxiety': 0.0, 'love': 0.0, 'joy': 0.0, 'sorrow': 0.0, 'anger': 0.0, 'surprise': 0.0, 'hate': 0.0}
心想事成  ,  1  ,  {'expect': 0.8, 'anxiety': 0.0, 'love': 0.0, 'joy': 0.0, 'sorrow': 0.0, 'anger': 0.0, 'surprise': 0.0, 'hate': 0.0}
坚定不移  ,  1  ,  {'expect': 0.8, 'anxiety': 0.0, 'love': 0.0, 'joy': 0.0, 'sorrow': 0.0, 'anger': 0.0, 'surprise': 0.0, 'hate': 0.0}
同心协力  ,  1  ,  {'expect': 0.8, 'love': 0.6, 'anxiety': 0.0, 'joy': 0.0, 'sorrow': 0.0, 'anger': 0.0, 'surprise': 0.0, 'hate': 0.0}
同舟共济  ,  1  ,  {'expect': 0.8, 'love': 0.7, 'anxiety': 0.0, 'joy': 0.0, 'sorrow': 0.0, 'anger': 0.0, 'surprise': 0.0, 'hate': 0.0}
革新  ,  1  ,  {'expect': 0.8, 'love': 0.5, 'anxiety': 0.0, 'joy': 0.0, 'sorrow': 0.0, 'anger': 0.0, 'surprise': 0.0, 'hate': 0.0}
中期  ,  1  ,  {'expect': 0.8, 'anxiety': 0.0, 'love': 0.0, 'joy': 0.0, 'sorrow': 0.0, 'anger': 0.0, 'surprise': 0.0, 'hate': 0.0}
寻找机会  ,  1  ,  {'expect': 0.8, 'anxiety': 0.0, 'love': 0.0, 'joy': 0.0, 'sorrow': 0.0, 'anger': 0.0, 'surprise': 0.0, 'hate': 0.0}
推敲  ,  1  ,  {'expect': 0.8, 'love': 0.5, 'anxiety': 0.0, 'joy': 0.0, 'sorrow': 0.0, 'anger': 0.0, 'surprise': 0.0, 'hate': 0.0}
不怕死  ,  1  ,  {'expect': 0.8, 'anxiety': 0.0, 'love': 0.0, 'joy': 0.0, 'sorrow': 0.0, 'anger': 0.0, 'surprise': 0.0, 'hate': 0.0}
祈盼  ,  1  ,  {'expect': 0.8, 'anxiety': 0.0, 'love': 0.0, 'joy': 0.0, 'sorrow': 0.0, 'anger': 0.0, 'surprise': 0.0, 'hate': 0.0}
抖擞精神  ,  1  ,  {'expect': 0.8, 'joy': 0.6, 'anxiety': 0.0, 'love': 0.0, 'sorrow': 0.0, 'anger': 0.0, 'surprise': 0.0, 'hate': 0.0}
欲求  ,  1  ,  {'expect': 0.8, 'anxiety': 0.0, 'love': 0.0, 'joy': 0.0, 'sorrow': 0.0, 'anger': 0.0, 'surprise': 0.0, 'hate': 0.0}
奋争  ,  1  ,  {'expect': 0.8, 'anxiety': 0.0, 'love': 0.0, 'joy': 0.0, 'sorrow': 0.0, 'anger': 0.0, 'surprise': 0.0, 'hate': 0.0}
迫切  ,  1  ,  {'expect': 0.8, 'anxiety': 0.0, 'love': 0.0, 'joy': 0.0, 'sorrow': 0.0, 'anger': 0.0, 'surprise': 0.0, 'hate': 0.0}
一搏  ,  1  ,  {'expect': 0.8, 'anxiety': 0.0, 'love': 0.0, 'joy': 0.0, 'sorrow': 0.0, 'anger': 0.0, 'surprise': 0.0, 'hate': 0.0}
行行好  ,  1  ,  {'expect': 0.8, 'anxiety': 0.0, 'love': 0.0, 'joy': 0.0, 'sorrow': 0.0, 'anger': 0.0, 'surprise': 0.0, 'hate': 0.0}
百折不挠  ,  1  ,  {'expect': 0.8, 'anxiety': 0.0, 'love': 0.0, 'joy': 0.0, 'sorrow': 0.0, 'anger': 0.0, 'surprise': 0.0, 'hate': 0.0}
全神贯注  ,  1  ,  {'expect': 0.8, 'anxiety': 0.0, 'love': 0.0, 'joy': 0.0, 'sorrow': 0.0, 'anger': 0.0, 'surprise': 0.0, 'hate': 0.0}
赖以生存  ,  1  ,  {'expect': 0.8, 'anxiety': 0.0, 'love': 0.0, 'joy': 0.0, 'sorrow': 0.0, 'anger': 0.0, 'surprise': 0.0, 'hate': 0.0}
挺住  ,  1  ,  {'expect': 0.8, 'anxiety': 0.0, 'love': 0.0, 'joy': 0.0, 'sorrow': 0.0, 'anger': 0.0, 'surprise': 0.0, 'hate': 0.0}
重整  ,  1  ,  {'expect': 0.8, 'anxiety': 0.0, 'love': 0.0, 'joy': 0.0, 'sorrow': 0.0, 'anger': 0.0, 'surprise': 0.0, 'hate': 0.0}
衷心祝愿  ,  1  ,  {'expect': 0.8, 'anxiety': 0.0, 'love': 0.0, 'joy': 0.0, 'sorrow': 0.0, 'anger': 0.0, 'surprise': 0.0, 'hate': 0.0}
求神拜佛  ,  1  ,  {'expect': 0.8, 'anxiety': 0.0, 'love': 0.0, 'joy': 0.0, 'sorrow': 0.0, 'anger': 0.0, 'surprise': 0.0, 'hate': 0.0}
渴求  ,  4  ,  {'expect': 0.78, 'anxiety': 0.0, 'love': 0.0, 'joy': 0.0, 'sorrow': 0.0, 'anger': 0.0, 'surprise': 0.0, 'hate': 0.0}
拭目以待  ,  4  ,  {'expect': 0.78, 'anxiety': 0.0, 'love': 0.0, 'joy': 0.0, 'sorrow': 0.0, 'anger': 0.0, 'surprise': 0.0, 'hate': 0.0}
想知道  ,  3  ,  {'expect': 0.77, 'anxiety': 0.0, 'love': 0.0, 'joy': 0.0, 'sorrow': 0.0, 'anger': 0.0, 'surprise': 0.0, 'hate': 0.0}
许愿  ,  3  ,  {'expect': 0.77, 'anxiety': 0.0, 'love': 0.0, 'joy': 0.0, 'sorrow': 0.0, 'anger': 0.0, 'surprise': 0.0, 'hate': 0.0}
