蹑手蹑脚  ,  3  ,  {'anxiety': 0.53, 'love': 0.17, 'joy': 0.0, 'sorrow': 0.0, 'expect': 0.0, 'anger': 0.0, 'surprise': 0.0, 'hate': 0.0}
迸发  ,  3  ,  {'love': 0.13, 'expect': 0.13, 'surprise': 0.1, 'anxiety': 0.0, 'joy': 0.0, 'sorrow': 0.0, 'anger': 0.0, 'hate': 0.0}
凄然  ,  2  ,  {'sorrow': 0.6, 'anxiety': 0.0, 'love': 0.0, 'joy': 0.0, 'expect': 0.0, 'anger': 0.0, 'surprise': 0.0, 'hate': 0.0}
狂笑  ,  2  ,  {'joy': 0.65, 'anxiety': 0.0, 'love': 0.0, 'sorrow': 0.0, 'expect': 0.0, 'anger': 0.0, 'surprise': 0.0, 'hate': 0.0}
枯萎  ,  11  ,  {'anxiety': 0.44, 'sorrow': 0.35, 'love': 0.0, 'joy': 0.0, 'expect': 0.0, 'anger': 0.0, 'surprise': 0.0, 'hate': 0.0}
哀悼  ,  2  ,  {'sorrow': 0.8, 'anxiety': 0.0, 'love': 0.0, 'joy': 0.0, 'expect': 0.0, 'anger': 0.0, 'surprise': 0.0, 'hate': 0.0}
消极  ,  8  ,  {'sorrow': 0.56, 'anxiety': 0.15, 'love': 0.0, 'joy': 0.0, 'expect': 0.0, 'anger': 0.0, 'surprise': 0.0, 'hate': 0.0}
鸢尾花  ,  1  ,  {'love': 0.3, 'anxiety': 0.0, 'joy': 0.0, 'sorrow': 0.0, 'expect': 0.0, 'anger': 0.0, 'surprise': 0.0, 'hate': 0.0}
易碎  ,  5  ,  {'anxiety': 0.28, 'sorrow': 0.22, 'hate': 0.2, 'love': 0.0, 'joy': 0.0, 'expect': 0.0, 'anger': 0.0, 'surprise': 0.0}
凝视  ,  3  ,  {'love': 0.47, 'anxiety': 0.0, 'joy': 0.0, 'sorrow': 0.0, 'expect': 0.0, 'anger': 0.0, 'surprise': 0.0, 'hate': 0.0}
交汇  ,  1  ,  {'joy': 0.7, 'anxiety': 0.0, 'love': 0.0, 'sorrow': 0.0, 'expect': 0.0, 'anger': 0.0, 'surprise': 0.0, 'hate': 0.0}
徜徉  ,  5  ,  {'love': 0.5, 'anxiety': 0.0, 'joy': 0.0, 'sorrow': 0.0, 'expect': 0.0, 'anger': 0.0, 'surprise': 0.0, 'hate': 0.0}
做客  ,  2  ,  {'love': 0.25, 'joy': 0.2, 'anxiety': 0.0, 'sorrow': 0.0, 'expect': 0.0, 'anger': 0.0, 'surprise': 0.0, 'hate': 0.0}
特立独行  ,  1  ,  {'love': 0.6, 'anxiety': 0.0, 'joy': 0.0, 'sorrow': 0.0, 'expect': 0.0, 'anger': 0.0, 'surprise': 0.0, 'hate': 0.0}
不惑  ,  2  ,  {'joy': 0.35, 'anxiety': 0.15, 'love': 0.0, 'sorrow': 0.0, 'expect': 0.0, 'anger': 0.0, 'surprise': 0.0, 'hate': 0.0}
为啥  ,  2  ,  {'surprise': 0.35, 'anxiety': 0.25, 'love': 0.0, 'joy': 0.0, 'sorrow': 0.0, 'expect': 0.0, 'anger': 0.0, 'hate': 0.0}
高级  ,  10  ,  {'love': 0.42, 'anxiety': 0.0, 'joy': 0.0, 'sorrow': 0.0, 'expect': 0.0, 'anger': 0.0, 'surprise': 0.0, 'hate': 0.0}
捐款  ,  13  ,  {'love': 0.51, 'expect': 0.42, 'anxiety': 0.0, 'joy': 0.0, 'sorrow': 0.0, 'anger': 0.0, 'surprise': 0.0, 'hate': 0.0}
免强  ,  1  ,  {'anxiety': 0.3, 'sorrow': 0.3, 'love': 0.0, 'joy': 0.0, 'expect': 0.0, 'anger': 0.0, 'surprise': 0.0, 'hate': 0.0}
挺好  ,  1  ,  {'joy': 0.4, 'anxiety': 0.0, 'love': 0.0, 'sorrow': 0.0, 'expect': 0.0, 'anger': 0.0, 'surprise': 0.0, 'hate': 0.0}
捐助  ,  6  ,  {'love': 0.42, 'expect': 0.33, 'joy': 0.08, 'anxiety': 0.0, 'sorrow': 0.0, 'anger': 0.0, 'surprise': 0.0, 'hate': 0.0}
敬意  ,  5  ,  {'love': 0.74, 'anxiety': 0.0, 'joy': 0.0, 'sorrow': 0.0, 'expect': 0.0, 'anger': 0.0, 'surprise': 0.0, 'hate': 0.0}
有益  ,  3  ,  {'love': 0.6, 'anxiety': 0.0, 'joy': 0.0, 'sorrow': 0.0, 'expect': 0.0, 'anger': 0.0, 'surprise': 0.0, 'hate': 0.0}
前卫  ,  3  ,  {'love': 0.27, 'hate': 0.13, 'anxiety': 0.0, 'joy': 0.0, 'sorrow': 0.0, 'expect': 0.0, 'anger': 0.0, 'surprise': 0.0}
贫困  ,  6  ,  {'sorrow': 0.4, 'anxiety': 0.38, 'love': 0.0, 'joy': 0.0, 'expect': 0.0, 'anger': 0.0, 'surprise': 0.0, 'hate': 0.0}
水灾  ,  1  ,  {'sorrow': 0.5, 'hate': 0.5, 'anxiety': 0.0, 'love': 0.0, 'joy': 0.0, 'expect': 0.0, 'anger': 0.0, 'surprise': 0.0}
风灾  ,  1  ,  {'sorrow': 0.5, 'hate': 0.5, 'anxiety': 0.0, 'love': 0.0, 'joy': 0.0, 'expect': 0.0, 'anger': 0.0, 'surprise': 0.0}
老乡  ,  3  ,  {'love': 0.43, 'anxiety': 0.0, 'joy': 0.0, 'sorrow': 0.0, 'expect': 0.0, 'anger': 0.0, 'surprise': 0.0, 'hate': 0.0}
乡情  ,  3  ,  {'love': 0.67, 'anxiety': 0.0, 'joy': 0.0, 'sorrow': 0.0, 'expect': 0.0, 'anger': 0.0, 'surprise': 0.0, 'hate': 0.0}
正像  ,  1  ,  {'expect': 0.6, 'anxiety': 0.0, 'love': 0.0, 'joy': 0.0, 'sorrow': 0.0, 'anger': 0.0, 'surprise': 0.0, 'hate': 0.0}
乡愁  ,  5  ,  {'sorrow': 0.56, 'anxiety': 0.14, 'love': 0.12, 'joy': 0.0, 'expect': 0.0, 'anger': 0.0, 'surprise': 0.0, 'hate': 0.0}
马桶  ,  1  ,  {'hate': 0.6, 'anxiety': 0.0, 'love': 0.0, 'joy': 0.0, 'sorrow': 0.0, 'expect': 0.0, 'anger': 0.0, 'surprise': 0.0}
岂不  ,  4  ,  {'expect': 0.28, 'anxiety': 0.23, 'joy': 0.13, 'love': 0.1, 'sorrow': 0.0, 'anger': 0.0, 'surprise': 0.0, 'hate': 0.0}
易于  ,  1  ,  {'love': 0.6, 'anxiety': 0.0, 'joy': 0.0, 'sorrow': 0.0, 'expect': 0.0, 'anger': 0.0, 'surprise': 0.0, 'hate': 0.0}
千篇一律  ,  4  ,  {'hate': 0.45, 'anger': 0.17, 'anxiety': 0.1, 'love': 0.0, 'joy': 0.0, 'sorrow': 0.0, 'expect': 0.0, 'surprise': 0.0}
良苦  ,  1  ,  {'love': 0.6, 'anxiety': 0.0, 'joy': 0.0, 'sorrow': 0.0, 'expect': 0.0, 'anger': 0.0, 'surprise': 0.0, 'hate': 0.0}
无名  ,  1  ,  {'love': 0.8, 'anxiety': 0.0, 'joy': 0.0, 'sorrow': 0.0, 'expect': 0.0, 'anger': 0.0, 'surprise': 0.0, 'hate': 0.0}
学习  ,  24  ,  {'love': 0.39, 'expect': 0.07, 'joy': 0.02, 'anxiety': 0.0, 'sorrow': 0.0, 'anger': 0.0, 'surprise': 0.0, 'hate': 0.0}
高谈阔论  ,  6  ,  {'joy': 0.33, 'hate': 0.15, 'love': 0.07, 'anxiety': 0.0, 'sorrow': 0.0, 'expect': 0.0, 'anger': 0.0, 'surprise': 0.0}
辩论  ,  4  ,  {'expect': 0.2, 'anger': 0.2, 'love': 0.05, 'anxiety': 0.0, 'joy': 0.0, 'sorrow': 0.0, 'surprise': 0.0, 'hate': 0.0}
唇枪舌剑  ,  1  ,  {'love': 0.2, 'anxiety': 0.0, 'joy': 0.0, 'sorrow': 0.0, 'expect': 0.0, 'anger': 0.0, 'surprise': 0.0, 'hate': 0.0}
插入  ,  1  ,  {'anxiety': 0.5, 'love': 0.0, 'joy': 0.0, 'sorrow': 0.0, 'expect': 0.0, 'anger': 0.0, 'surprise': 0.0, 'hate': 0.0}
攻击性  ,  2  ,  {'hate': 0.55, 'anxiety': 0.0, 'love': 0.0, 'joy': 0.0, 'sorrow': 0.0, 'expect': 0.0, 'anger': 0.0, 'surprise': 0.0}
刀光剑影  ,  2  ,  {'anxiety': 0.35, 'hate': 0.15, 'love': 0.0, 'joy': 0.0, 'sorrow': 0.0, 'expect': 0.0, 'anger': 0.0, 'surprise': 0.0}
一边倒  ,  1  ,  {'anxiety': 0.4, 'love': 0.0, 'joy': 0.0, 'sorrow': 0.0, 'expect': 0.0, 'anger': 0.0, 'surprise': 0.0, 'hate': 0.0}
偏重于  ,  1  ,  {'love': 0.2, 'anxiety': 0.0, 'joy': 0.0, 'sorrow': 0.0, 'expect': 0.0, 'anger': 0.0, 'surprise': 0.0, 'hate': 0.0}
局外人  ,  2  ,  {'hate': 0.2, 'love': 0.05, 'anxiety': 0.0, 'joy': 0.0, 'sorrow': 0.0, 'expect': 0.0, 'anger': 0.0, 'surprise': 0.0}
思索  ,  13  ,  {'anxiety': 0.26, 'love': 0.16, 'expect': 0.12, 'joy': 0.04, 'sorrow': 0.0, 'anger': 0.0, 'surprise': 0.0, 'hate': 0.0}
熟读  ,  1  ,  {'love': 0.2, 'anxiety': 0.0, 'joy': 0.0, 'sorrow': 0.0, 'expect': 0.0, 'anger': 0.0, 'surprise': 0.0, 'hate': 0.0}
感到  ,  4  ,  {'anxiety': 0.22, 'love': 0.07, 'joy': 0.07, 'sorrow': 0.0, 'expect': 0.0, 'anger': 0.0, 'surprise': 0.0, 'hate': 0.0}
害处  ,  3  ,  {'anxiety': 0.47, 'hate': 0.13, 'love': 0.0, 'joy': 0.0, 'sorrow': 0.0, 'expect': 0.0, 'anger': 0.0, 'surprise': 0.0}
血腥  ,  5  ,  {'anxiety': 0.36, 'hate': 0.3, 'love': 0.0, 'joy': 0.0, 'sorrow': 0.0, 'expect': 0.0, 'anger': 0.0, 'surprise': 0.0}
腐化  ,  2  ,  {'hate': 0.5, 'anxiety': 0.15, 'sorrow': 0.15, 'love': 0.0, 'joy': 0.0, 'expect': 0.0, 'anger': 0.0, 'surprise': 0.0}
实行  ,  2  ,  {'joy': 0.3, 'love': 0.1, 'anxiety': 0.0, 'sorrow': 0.0, 'expect': 0.0, 'anger': 0.0, 'surprise': 0.0, 'hate': 0.0}
腐朽  ,  5  ,  {'anxiety': 0.42, 'hate': 0.22, 'sorrow': 0.1, 'love': 0.0, 'joy': 0.0, 'expect': 0.0, 'anger': 0.0, 'surprise': 0.0}
反对派  ,  1  ,  {'hate': 0.4, 'anxiety': 0.0, 'love': 0.0, 'joy': 0.0, 'sorrow': 0.0, 'expect': 0.0, 'anger': 0.0, 'surprise': 0.0}
发现了  ,  5  ,  {'joy': 0.42, 'love': 0.08, 'anxiety': 0.0, 'sorrow': 0.0, 'expect': 0.0, 'anger': 0.0, 'surprise': 0.0, 'hate': 0.0}
重演  ,  2  ,  {'love': 0.25, 'joy': 0.2, 'anxiety': 0.0, 'sorrow': 0.0, 'expect': 0.0, 'anger': 0.0, 'surprise': 0.0, 'hate': 0.0}
结果  ,  12  ,  {'surprise': 0.13, 'expect': 0.1, 'anxiety': 0.09, 'joy': 0.09, 'love': 0.04, 'sorrow': 0.02, 'anger': 0.0, 'hate': 0.0}
相同  ,  2  ,  {'love': 0.4, 'anxiety': 0.0, 'joy': 0.0, 'sorrow': 0.0, 'expect': 0.0, 'anger': 0.0, 'surprise': 0.0, 'hate': 0.0}
明了  ,  2  ,  {'love': 0.5, 'anxiety': 0.0, 'joy': 0.0, 'sorrow': 0.0, 'expect': 0.0, 'anger': 0.0, 'surprise': 0.0, 'hate': 0.0}
局限性  ,  2  ,  {'hate': 0.3, 'anxiety': 0.0, 'love': 0.0, 'joy': 0.0, 'sorrow': 0.0, 'expect': 0.0, 'anger': 0.0, 'surprise': 0.0}
著作  ,  1  ,  {'love': 0.4, 'anxiety': 0.0, 'joy': 0.0, 'sorrow': 0.0, 'expect': 0.0, 'anger': 0.0, 'surprise': 0.0, 'hate': 0.0}
监控  ,  2  ,  {'hate': 0.55, 'anxiety': 0.4, 'love': 0.0, 'joy': 0.0, 'sorrow': 0.0, 'expect': 0.0, 'anger': 0.0, 'surprise': 0.0}
拨开  ,  1  ,  {'joy': 0.2, 'anxiety': 0.0, 'love': 0.0, 'sorrow': 0.0, 'expect': 0.0, 'anger': 0.0, 'surprise': 0.0, 'hate': 0.0}
宝藏  ,  4  ,  {'love': 0.6, 'joy': 0.13, 'anxiety': 0.0, 'sorrow': 0.0, 'expect': 0.0, 'anger': 0.0, 'surprise': 0.0, 'hate': 0.0}
脱口而出  ,  2  ,  {'expect': 0.2, 'love': 0.15, 'anxiety': 0.0, 'joy': 0.0, 'sorrow': 0.0, 'anger': 0.0, 'surprise': 0.0, 'hate': 0.0}
惊呼  ,  4  ,  {'surprise': 0.78, 'anxiety': 0.0, 'love': 0.0, 'joy': 0.0, 'sorrow': 0.0, 'expect': 0.0, 'anger': 0.0, 'hate': 0.0}
奸臣  ,  1  ,  {'hate': 0.8, 'anxiety': 0.0, 'love': 0.0, 'joy': 0.0, 'sorrow': 0.0, 'expect': 0.0, 'anger': 0.0, 'surprise': 0.0}
忠奸  ,  1  ,  {'love': 0.4, 'hate': 0.4, 'anxiety': 0.0, 'joy': 0.0, 'sorrow': 0.0, 'expect': 0.0, 'anger': 0.0, 'surprise': 0.0}
失败者  ,  5  ,  {'sorrow': 0.72, 'anxiety': 0.0, 'love': 0.0, 'joy': 0.0, 'expect': 0.0, 'anger': 0.0, 'surprise': 0.0, 'hate': 0.0}
偏重  ,  1  ,  {'love': 0.7, 'anxiety': 0.0, 'joy': 0.0, 'sorrow': 0.0, 'expect': 0.0, 'anger': 0.0, 'surprise': 0.0, 'hate': 0.0}
才能  ,  4  ,  {'love': 0.6, 'anxiety': 0.0, 'joy': 0.0, 'sorrow': 0.0, 'expect': 0.0, 'anger': 0.0, 'surprise': 0.0, 'hate': 0.0}
本领  ,  5  ,  {'love': 0.46, 'anxiety': 0.0, 'joy': 0.0, 'sorrow': 0.0, 'expect': 0.0, 'anger': 0.0, 'surprise': 0.0, 'hate': 0.0}
远不如  ,  1  ,  {'anxiety': 0.3, 'love': 0.0, 'joy': 0.0, 'sorrow': 0.0, 'expect': 0.0, 'anger': 0.0, 'surprise': 0.0, 'hate': 0.0}
一如既往  ,  3  ,  {'love': 0.4, 'anxiety': 0.13, 'joy': 0.0, 'sorrow': 0.0, 'expect': 0.0, 'anger': 0.0, 'surprise': 0.0, 'hate': 0.0}
痛痛  ,  1  ,  {'sorrow': 0.7, 'anxiety': 0.0, 'love': 0.0, 'joy': 0.0, 'expect': 0.0, 'anger': 0.0, 'surprise': 0.0, 'hate': 0.0}
悔恨  ,  8  ,  {'anxiety': 0.56, 'sorrow': 0.31, 'hate': 0.19, 'anger': 0.17, 'love': 0.0, 'joy': 0.0, 'expect': 0.0, 'surprise': 0.0}
流言蜚语  ,  2  ,  {'hate': 0.75, 'anxiety': 0.25, 'love': 0.0, 'joy': 0.0, 'sorrow': 0.0, 'expect': 0.0, 'anger': 0.0, 'surprise': 0.0}
吓倒  ,  4  ,  {'anxiety': 0.42, 'sorrow': 0.3, 'surprise': 0.1, 'love': 0.0, 'joy': 0.0, 'expect': 0.0, 'anger': 0.0, 'hate': 0.0}
太平盛世  ,  3  ,  {'love': 0.53, 'anxiety': 0.0, 'joy': 0.0, 'sorrow': 0.0, 'expect': 0.0, 'anger': 0.0, 'surprise': 0.0, 'hate': 0.0}
终点站  ,  1  ,  {'expect': 0.4, 'anxiety': 0.0, 'love': 0.0, 'joy': 0.0, 'sorrow': 0.0, 'anger': 0.0, 'surprise': 0.0, 'hate': 0.0}
贪恋  ,  5  ,  {'love': 0.58, 'anger': 0.12, 'anxiety': 0.0, 'joy': 0.0, 'sorrow': 0.0, 'expect': 0.0, 'surprise': 0.0, 'hate': 0.0}
弥补  ,  18  ,  {'love': 0.23, 'expect': 0.2, 'anxiety': 0.13, 'sorrow': 0.07, 'joy': 0.06, 'anger': 0.0, 'surprise': 0.0, 'hate': 0.0}
致命伤  ,  2  ,  {'sorrow': 0.4, 'hate': 0.3, 'anxiety': 0.0, 'love': 0.0, 'joy': 0.0, 'expect': 0.0, 'anger': 0.0, 'surprise': 0.0}
点燃  ,  6  ,  {'love': 0.25, 'joy': 0.25, 'expect': 0.1, 'anxiety': 0.0, 'sorrow': 0.0, 'anger': 0.0, 'surprise': 0.0, 'hate': 0.0}
身不由己  ,  4  ,  {'anxiety': 0.6, 'sorrow': 0.38, 'love': 0.0, 'joy': 0.0, 'expect': 0.0, 'anger': 0.0, 'surprise': 0.0, 'hate': 0.0}
相貌  ,  1  ,  {'anxiety': 0.3, 'love': 0.0, 'joy': 0.0, 'sorrow': 0.0, 'expect': 0.0, 'anger': 0.0, 'surprise': 0.0, 'hate': 0.0}
称心如意  ,  4  ,  {'love': 0.55, 'joy': 0.35, 'anxiety': 0.0, 'sorrow': 0.0, 'expect': 0.0, 'anger': 0.0, 'surprise': 0.0, 'hate': 0.0}
大龄  ,  1  ,  {'anxiety': 0.4, 'love': 0.0, 'joy': 0.0, 'sorrow': 0.0, 'expect': 0.0, 'anger': 0.0, 'surprise': 0.0, 'hate': 0.0}
苦口婆心  ,  2  ,  {'anxiety': 0.6, 'love': 0.0, 'joy': 0.0, 'sorrow': 0.0, 'expect': 0.0, 'anger': 0.0, 'surprise': 0.0, 'hate': 0.0}
逼婚  ,  1  ,  {'anxiety': 0.7, 'love': 0.0, 'joy': 0.0, 'sorrow': 0.0, 'expect': 0.0, 'anger': 0.0, 'surprise': 0.0, 'hate': 0.0}
抽泣  ,  3  ,  {'sorrow': 0.7, 'anxiety': 0.0, 'love': 0.0, 'joy': 0.0, 'expect': 0.0, 'anger': 0.0, 'surprise': 0.0, 'hate': 0.0}
哭肿  ,  1  ,  {'sorrow': 0.8, 'anxiety': 0.0, 'love': 0.0, 'joy': 0.0, 'expect': 0.0, 'anger': 0.0, 'surprise': 0.0, 'hate': 0.0}
后悔莫及  ,  1  ,  {'anxiety': 0.9, 'love': 0.0, 'joy': 0.0, 'sorrow': 0.0, 'expect': 0.0, 'anger': 0.0, 'surprise': 0.0, 'hate': 0.0}
毫不相干  ,  2  ,  {'hate': 0.35, 'sorrow': 0.15, 'anxiety': 0.0, 'love': 0.0, 'joy': 0.0, 'expect': 0.0, 'anger': 0.0, 'surprise': 0.0}
差劲  ,  2  ,  {'hate': 0.75, 'anxiety': 0.0, 'love': 0.0, 'joy': 0.0, 'sorrow': 0.0, 'expect': 0.0, 'anger': 0.0, 'surprise': 0.0}
身无分文  ,  1  ,  {'anxiety': 0.3, 'love': 0.0, 'joy': 0.0, 'sorrow': 0.0, 'expect': 0.0, 'anger': 0.0, 'surprise': 0.0, 'hate': 0.0}
热血  ,  1  ,  {'love': 0.7, 'anxiety': 0.0, 'joy': 0.0, 'sorrow': 0.0, 'expect': 0.0, 'anger': 0.0, 'surprise': 0.0, 'hate': 0.0}
蓝图  ,  3  ,  {'love': 0.33, 'expect': 0.27, 'anxiety': 0.0, 'joy': 0.0, 'sorrow': 0.0, 'anger': 0.0, 'surprise': 0.0, 'hate': 0.0}
蜕变  ,  5  ,  {'anxiety': 0.12, 'love': 0.12, 'sorrow': 0.1, 'joy': 0.08, 'surprise': 0.08, 'expect': 0.0, 'anger': 0.0, 'hate': 0.0}
适者生存  ,  2  ,  {'hate': 0.3, 'love': 0.25, 'anxiety': 0.0, 'joy': 0.0, 'sorrow': 0.0, 'expect': 0.0, 'anger': 0.0, 'surprise': 0.0}
芳心  ,  2  ,  {'love': 0.6, 'anxiety': 0.0, 'joy': 0.0, 'sorrow': 0.0, 'expect': 0.0, 'anger': 0.0, 'surprise': 0.0, 'hate': 0.0}
变通  ,  1  ,  {'love': 0.3, 'anxiety': 0.0, 'joy': 0.0, 'sorrow': 0.0, 'expect': 0.0, 'anger': 0.0, 'surprise': 0.0, 'hate': 0.0}
圆滑  ,  4  ,  {'hate': 0.3, 'anger': 0.2, 'love': 0.17, 'anxiety': 0.15, 'joy': 0.0, 'sorrow': 0.0, 'expect': 0.0, 'surprise': 0.0}
打扮  ,  10  ,  {'love': 0.46, 'expect': 0.04, 'anxiety': 0.0, 'joy': 0.0, 'sorrow': 0.0, 'anger': 0.0, 'surprise': 0.0, 'hate': 0.0}
求婚  ,  1  ,  {'love': 0.4, 'anxiety': 0.0, 'joy': 0.0, 'sorrow': 0.0, 'expect': 0.0, 'anger': 0.0, 'surprise': 0.0, 'hate': 0.0}
讨伐  ,  3  ,  {'hate': 0.63, 'anxiety': 0.33, 'love': 0.0, 'joy': 0.0, 'sorrow': 0.0, 'expect': 0.0, 'anger': 0.0, 'surprise': 0.0}
几经周折  ,  1  ,  {'anxiety': 0.6, 'love': 0.0, 'joy': 0.0, 'sorrow': 0.0, 'expect': 0.0, 'anger': 0.0, 'surprise': 0.0, 'hate': 0.0}
大吵大闹  ,  2  ,  {'anger': 0.9, 'anxiety': 0.0, 'love': 0.0, 'joy': 0.0, 'sorrow': 0.0, 'expect': 0.0, 'surprise': 0.0, 'hate': 0.0}
流产  ,  3  ,  {'anxiety': 0.3, 'sorrow': 0.2, 'love': 0.0, 'joy': 0.0, 'expect': 0.0, 'anger': 0.0, 'surprise': 0.0, 'hate': 0.0}
有错  ,  1  ,  {'anxiety': 0.4, 'love': 0.0, 'joy': 0.0, 'sorrow': 0.0, 'expect': 0.0, 'anger': 0.0, 'surprise': 0.0, 'hate': 0.0}
抑郁  ,  3  ,  {'anxiety': 0.43, 'sorrow': 0.43, 'hate': 0.13, 'love': 0.0, 'joy': 0.0, 'expect': 0.0, 'anger': 0.0, 'surprise': 0.0}
低谷  ,  2  ,  {'sorrow': 0.75, 'anxiety': 0.0, 'love': 0.0, 'joy': 0.0, 'expect': 0.0, 'anger': 0.0, 'surprise': 0.0, 'hate': 0.0}
面子  ,  2  ,  {'love': 0.3, 'hate': 0.1, 'anxiety': 0.0, 'joy': 0.0, 'sorrow': 0.0, 'expect': 0.0, 'anger': 0.0, 'surprise': 0.0}
洗涤  ,  1  ,  {'joy': 0.4, 'anxiety': 0.0, 'love': 0.0, 'sorrow': 0.0, 'expect': 0.0, 'anger': 0.0, 'surprise': 0.0, 'hate': 0.0}
音乐  ,  2  ,  {'love': 0.75, 'anxiety': 0.0, 'joy': 0.0, 'sorrow': 0.0, 'expect': 0.0, 'anger': 0.0, 'surprise': 0.0, 'hate': 0.0}
馈赠  ,  3  ,  {'joy': 0.3, 'love': 0.27, 'anxiety': 0.0, 'sorrow': 0.0, 'expect': 0.0, 'anger': 0.0, 'surprise': 0.0, 'hate': 0.0}
沉溺  ,  4  ,  {'anxiety': 0.68, 'anger': 0.17, 'love': 0.0, 'joy': 0.0, 'sorrow': 0.0, 'expect': 0.0, 'surprise': 0.0, 'hate': 0.0}
明亮  ,  27  ,  {'love': 0.6, 'joy': 0.07, 'anxiety': 0.0, 'sorrow': 0.0, 'expect': 0.0, 'anger': 0.0, 'surprise': 0.0, 'hate': 0.0}
轻飘  ,  3  ,  {'hate': 0.33, 'anxiety': 0.13, 'love': 0.0, 'joy': 0.0, 'sorrow': 0.0, 'expect': 0.0, 'anger': 0.0, 'surprise': 0.0}
奋战  ,  3  ,  {'love': 0.53, 'joy': 0.13, 'expect': 0.07, 'anxiety': 0.0, 'sorrow': 0.0, 'anger': 0.0, 'surprise': 0.0, 'hate': 0.0}
迷恋  ,  14  ,  {'love': 0.63, 'joy': 0.11, 'hate': 0.05, 'anxiety': 0.0, 'sorrow': 0.0, 'expect': 0.0, 'anger': 0.0, 'surprise': 0.0}
上瘾  ,  5  ,  {'love': 0.3, 'anxiety': 0.22, 'hate': 0.16, 'joy': 0.0, 'sorrow': 0.0, 'expect': 0.0, 'anger': 0.0, 'surprise': 0.0}
不紧不慢  ,  2  ,  {'joy': 0.3, 'love': 0.25, 'anxiety': 0.0, 'sorrow': 0.0, 'expect': 0.0, 'anger': 0.0, 'surprise': 0.0, 'hate': 0.0}
白费  ,  1  ,  {'anxiety': 0.8, 'love': 0.0, 'joy': 0.0, 'sorrow': 0.0, 'expect': 0.0, 'anger': 0.0, 'surprise': 0.0, 'hate': 0.0}
中伤  ,  1  ,  {'sorrow': 0.8, 'anxiety': 0.0, 'love': 0.0, 'joy': 0.0, 'expect': 0.0, 'anger': 0.0, 'surprise': 0.0, 'hate': 0.0}
求我  ,  2  ,  {'expect': 0.45, 'sorrow': 0.3, 'anxiety': 0.0, 'love': 0.0, 'joy': 0.0, 'anger': 0.0, 'surprise': 0.0, 'hate': 0.0}
本想  ,  3  ,  {'expect': 0.57, 'anxiety': 0.0, 'love': 0.0, 'joy': 0.0, 'sorrow': 0.0, 'anger': 0.0, 'surprise': 0.0, 'hate': 0.0}
心仪  ,  2  ,  {'love': 0.65, 'anxiety': 0.0, 'joy': 0.0, 'sorrow': 0.0, 'expect': 0.0, 'anger': 0.0, 'surprise': 0.0, 'hate': 0.0}
不时之需  ,  1  ,  {'expect': 0.7, 'anxiety': 0.0, 'love': 0.0, 'joy': 0.0, 'sorrow': 0.0, 'anger': 0.0, 'surprise': 0.0, 'hate': 0.0}
扔掉  ,  4  ,  {'hate': 0.17, 'anxiety': 0.15, 'sorrow': 0.1, 'love': 0.0, 'joy': 0.0, 'expect': 0.0, 'anger': 0.0, 'surprise': 0.0}
难闻  ,  4  ,  {'hate': 0.45, 'anxiety': 0.28, 'love': 0.0, 'joy': 0.0, 'sorrow': 0.0, 'expect': 0.0, 'anger': 0.0, 'surprise': 0.0}
恶性循环  ,  2  ,  {'hate': 0.75, 'anxiety': 0.0, 'love': 0.0, 'joy': 0.0, 'sorrow': 0.0, 'expect': 0.0, 'anger': 0.0, 'surprise': 0.0}
不知悔改  ,  1  ,  {'anger': 0.6, 'anxiety': 0.0, 'love': 0.0, 'joy': 0.0, 'sorrow': 0.0, 'expect': 0.0, 'surprise': 0.0, 'hate': 0.0}
心怀  ,  2  ,  {'anxiety': 0.2, 'love': 0.2, 'joy': 0.0, 'sorrow': 0.0, 'expect': 0.0, 'anger': 0.0, 'surprise': 0.0, 'hate': 0.0}
英俊  ,  16  ,  {'love': 0.72, 'anxiety': 0.0, 'joy': 0.0, 'sorrow': 0.0, 'expect': 0.0, 'anger': 0.0, 'surprise': 0.0, 'hate': 0.0}
淡泊  ,  6  ,  {'love': 0.42, 'anxiety': 0.1, 'joy': 0.08, 'sorrow': 0.0, 'expect': 0.0, 'anger': 0.0, 'surprise': 0.0, 'hate': 0.0}
圣坛  ,  1  ,  {'love': 0.6, 'anxiety': 0.0, 'joy': 0.0, 'sorrow': 0.0, 'expect': 0.0, 'anger': 0.0, 'surprise': 0.0, 'hate': 0.0}
奇葩  ,  1  ,  {'love': 0.9, 'anxiety': 0.0, 'joy': 0.0, 'sorrow': 0.0, 'expect': 0.0, 'anger': 0.0, 'surprise': 0.0, 'hate': 0.0}
繁茂  ,  1  ,  {'love': 0.6, 'anxiety': 0.0, 'joy': 0.0, 'sorrow': 0.0, 'expect': 0.0, 'anger': 0.0, 'surprise': 0.0, 'hate': 0.0}
风铃  ,  1  ,  {'love': 0.4, 'anxiety': 0.0, 'joy': 0.0, 'sorrow': 0.0, 'expect': 0.0, 'anger': 0.0, 'surprise': 0.0, 'hate': 0.0}
歌谣  ,  2  ,  {'love': 0.55, 'anxiety': 0.0, 'joy': 0.0, 'sorrow': 0.0, 'expect': 0.0, 'anger': 0.0, 'surprise': 0.0, 'hate': 0.0}
